Rank,Previous Rank,First Appearance,First Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator/Co-Processor Cores,Rmax [TFlop/s],Rpeak [TFlop/s],Nmax,Nhalf,HPCG [TFlop/s],Power (kW),Power Source,Power Effeciency [GFlops/Watts],Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Region,Continent,Site ID,System ID
439,282,41,28,Conte,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi 5110P",Purdue University,HPE,United States,2013,Academic,77520,68400,976.763,1341.096,1793088,,,510,Submitted,1.915,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,Intel Xeon Phi 5110P,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL250s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband FDR,North America,Americas,48657,178084
440,283,50,192,,"Inspur SA5212M4, Xeon E5-2682v4 16C 2.5GHz, 10G Ethernet",Internet Service A,Inspur,China,2017,Industry,51200,,974,2048,4689000,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,Linux,Linux,None,16,Intel Xeon E5 (Broadwell),Inspur SA5212M4,Inspur Cluster,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50596,179225
441,284,50,191,,"Inspur SA5212M4, Xeon E5-2682v4 16C 2.5GHz, 10G Ethernet",Internet Service A,Inspur,China,2017,Industry,51200,,974,2048,4689000,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,Linux,Linux,None,16,Intel Xeon E5 (Broadwell),Inspur SA5212M4,Inspur Cluster,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50596,179226
442,285,49,146,,"Huawei X6800 V3, Xeon E5-2683 v4  16C 2.1GHz, Infiniband EDR, NVIDIA Tesla P100",Energy Company,Huawei,China,2017,Industry,34816,14336,974,1906.688,1705987,,,343.64,Submitted,2.834,Cluster,Xeon E5-2683 v4  16C 2.1GHz,Intel Broadwell,2100,CentOS,Linux,NVIDIA Tesla P100,16,Intel Xeon E5 (Broadwell),Huawei X6800 V3,Huawei Cluster,Infiniband,Infiniband EDR,Eastern Asia,Asia,50417,179052
443,,52,443,,"Huawei G5500, Xeon E5-2650v4 12C 2.2GHz, NVIDIA Tesla V100, 100G Ethernet",Telecom Company,Huawei,China,2018,Industry,21248,20480,973.5,1819.0336,1132800,,,92.77,Submitted,10.494,Cluster,Xeon E5-2650v4 12C 2.2GHz,Intel Broadwell,2200,Linux,Linux,NVIDIA Tesla V100,12,Intel Xeon E5 (Broadwell),Huawei G5500,Huawei Cluster,Gigabit Ethernet,100G Ethernet,Eastern Asia,Asia,50593,179596
444,286,49,147,,"Lenovo RD550, Xeon E5-2660v4 14C 2GHz, 10G Ethernet",Service Provider T,Lenovo,China,2017,Industry,79520,,972.052,2544.64,4263360,,,,,,Cluster,Xeon E5-2660v4 14C 2GHz,Intel Broadwell,2000,Linux,Linux,None,14,Intel Xeon E5 (Broadwell),Lenovo RD550,Lenovo Cluster,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50329,179081
445,,52,445,Aleph,"Cray XC50, Xeon Gold 6148 20C 2.4GHz, Aries interconnect ",Institute for Basic Science (IBS),Cray Inc.,"Korea, South",2018,Research,18720,,971.04,1437.696,3075072,,,,,,MPP,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,2400,Cray Linux Environment ,Linux,None,20,Xeon Gold,Cray XC50,Cray XC,Custom Interconnect,Aries interconnect ,Eastern Asia,Asia,50796,179591
446,287,49,148,AIST AI Cloud,"NEC 4U-8GPU Server, Xeon E5-2630Lv4 10C 1.8GHz, Infiniband EDR, NVIDIA Tesla P100 SXM2",National Institute of Advanced Industrial Science and Technology,NEC,Japan,2017,Research,23400,22400,961,2148.8,896000,,,75.78,Submitted,12.681,Cluster,Xeon E5-2630Lv4 10C 1.8GHz,Intel Broadwell,1800,CentOS,Linux,NVIDIA Tesla P100 NVLink,10,Intel Xeon E5 (Broadwell),NEC 4U-8GPU Server,NEC Cluster,Infiniband,Infiniband EDR,Eastern Asia,Asia,50718,179091
447,288,50,196,,"Sugon I620, Xeon E5-2630v3 8C 2.4GHz, 10G Ethernet",IT Service Provider (L),Sugon,China,2016,Industry,51200,,960.3,1966.08,4689000,,,960,Submitted,1,Cluster,Xeon E5-2630v3 8C 2.4GHz,Intel Haswell,2400,CentOS,Linux,None,8,Intel Xeon E5 (Haswell),Sugon I620,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50661,179184
448,289,43,40,Spruce A,"SGI ICE X, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR",AWE,HPE,United Kingdom,2014,Research,44520,,958.734,997.248,3175200,,,855.1,Submitted,1.121,Cluster,Intel Xeon E5-2680v2  10C 2.8GHz,Intel IvyBridge,2800,SUSE Linux Enterprise Server 11,Linux,None,10,Intel Xeon E5 (IvyBridge),SGI ICE X,SGI ICE,Infiniband,Infiniband FDR,Northern Europe,Europe,47363,178421
449,,52,449,GOETHE-HLR,"MEGWARE MiriQuid, Xeon Gold 6148 20C 2.4GHz, Mellanox InfiniBand EDR",Universitaet Frankfurt,MEGWARE,Germany,2018,Academic,18880,,958.67,1449.984,3256512,,,234,Submitted,4.097,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,2400,Scientific Linux,Linux,None,20,Xeon Gold,MEGWARE MiriQuid,MEGWARE Cluster,Infiniband,Mellanox InfiniBand EDR,Western Europe,Europe,49083,179588
450,290,44,55,Lightning,"Cray XC30, Intel Xeon E5-2697v2 12C 2.7GHz, Aries interconnect ",Air Force Research Laboratory,Cray Inc.,United States,2014,Government,56112,,957.6,1212.0192,2268840,,,1571.14,Derived,0.609,MPP,Intel Xeon E5-2697v2 12C 2.7GHz,Intel IvyBridge,2700,Cray Linux Environment ,Linux,None,12,Intel Xeon E5 (IvyBridge),Cray XC30,Cray XC,Custom Interconnect,Aries interconnect ,North America,Americas,49284,178450
451,292,46,90,,"Lenovo ThinkServer RD650, Xeon E5-2660v3 10C 2.6GHz, 10G Ethernet",Service Provider T,Lenovo,China,2015,Industry,90000,,954.72,3744,5692000,,,3375,Derived,0.283,Cluster,Xeon E5-2660v3 10C 2.6GHz,Intel Haswell,2600,Linux,Linux,None,10,Intel Xeon E5 (Haswell),Lenovo ThinkServer RD650,Lenovo ThinkServer,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50329,178623
452,291,46,89,,"Lenovo ThinkServer RD650, Xeon E5-2660v3 10C 2.6GHz, 10G Ethernet",Service Provider T,Lenovo,China,2015,Industry,90000,,954.72,3744,5692000,,,3375,Derived,0.283,Cluster,Xeon E5-2660v3 10C 2.6GHz,Intel Haswell,2600,Linux,Linux,None,10,Intel Xeon E5 (Haswell),Lenovo ThinkServer RD650,Lenovo ThinkServer,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50329,178624
453,294,50,201,netsystem,"Sugon I620, Xeon E5-2680v4 14C 2.4GHz, 10G Ethernet", IT Service Provider,Sugon,China,2017,Industry,50400,,953.7,1935.36,4974000,,,720,Submitted,1.325,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,2400,CentOS,Linux,None,14,Intel Xeon E5 (Broadwell),Sugon I620,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50741,179257
454,295,49,153,Fram,"Lenovo NeXtScale nx360M5, Xeon E5-2683 v4  16C 2.1GHz, Infiniband EDR",UNINETT Sigma2 AS,Lenovo,Norway,2017,Academic,32192,,953.571,1081.651,2540000,,,,,,Cluster,Xeon E5-2683 v4  16C 2.1GHz,Intel Broadwell,2100,Linux,Linux,None,16,Intel Xeon E5 (Broadwell),Lenovo NeXtScale nx360 M5,Lenovo NeXtScale,Infiniband,Infiniband EDR,Northern Europe,Europe,50713,179072
455,296,47,105,,"Cluster Platform HP DL360 Gen9, Xeon E5-2670v3 12C 2.3GHz, 10G Ethernet",Service Provider T,HPE,China,2016,Industry,41832,,951.743,1539.418,,,,1394.4,Derived,0.683,Cluster,Xeon E5-2670v3 12C 2.3GHz,Intel Haswell,2300,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50329,178874
456,297,48,456,Sequana BXI,"Bull Sequana X1000, Intel Xeon Phi 7250 68C 1.4GHz, Bull BXI 1.2",Atos,Bull,France,2017,Vendor,35360,,947.889,1584.128,3274368,,,212,Submitted,4.471,Cluster,Intel Xeon Phi 7250 68C 1.4GHz,Intel Xeon Phi,1400,bullx SCS,Linux,None,68,Intel Xeon Phi,Bull Sequana X1000,Bull Sequana,Custom Interconnect,Bull BXI 1.2,Western Europe,Europe,50630,179038
457,298,49,155,,"Sugon TC6000, Xeon E5-2620v3 6C 2.4GHz, 10G Ethernet",Internet Company,Sugon,China,2016,Industry,50400,,946.8,1935.36,7502000,,,1965,Submitted,0.482,Cluster,Xeon E5-2620v3 6C 2.4GHz,Intel Haswell,2400,CentOS,Linux,None,6,Intel Xeon E5 (Haswell),Sugon TC6000,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50707,179056
458,300,50,207,,"Inspur SA5212H5, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 25G Ethernet",Internet Service A,Inspur,China,2017,Industry,21600,20160,944.2,1908,1573000,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,CentOS,Linux,NVIDIA Tesla P100,16,Intel Xeon E5 (Broadwell),Inspur SA5212H5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50596,179208
459,299,50,206,,"Inspur SA5212H5, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 25G Ethernet",Internet Service A,Inspur,China,2017,Industry,21600,20160,944.2,1908,1573000,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,CentOS,Linux,NVIDIA Tesla P100,16,Intel Xeon E5 (Broadwell),Inspur SA5212H5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50596,179209
460,301,48,128,Eole,"Intel Cluster, Xeon E5-2680v4 14C 2.4GHz, Intel Omni-Path",EDF,Bull,France,2016,Industry,29568,,942.829,1135.411,2129664,,,420.87,Submitted,2.24,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,2400,Linux,Linux,None,14,Intel Xeon E5 (Broadwell),Intel Cluster,Intel Cluster,Omnipath,Intel Omni-Path,Western Europe,Europe,50679,178963
461,302,50,209,HPC_Cluster,"Sugon TC6000, Xeon E5-2680v3 12C 2.5GHz, 10G Ethernet",Government,Sugon,China,2016,Government,48000,,942.4,1920,5243000,,,800,Submitted,1.178,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,CentOS,Linux,None,12,Intel Xeon E5 (Haswell),Sugon TC6000,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50684,179255
462,,52,462,,"HPE SGI 8600, Xeon Gold 6154 18C 3GHz, Infiniband EDR",The Institute of Statistical Mathematics,HPE,Japan,2018,Research,13824,,941.277,1327.104,3944448,,,268.49,Submitted,3.506,Cluster,Xeon Gold 6154 18C 3GHz,Intel Skylake,3000,Red Hat Enterprise Linux,Linux,None,18,Xeon Gold,HPE SGI 8600,HPE SGI 8600,Infiniband,Infiniband EDR,Eastern Asia,Asia,48125,179562
463,304,49,157,,"Huawei X6800 V3, Xeon E5-2683 v4  16C 2.1GHz, Infiniband EDR",China Manufacture Company B,Huawei,China,2017,Industry,32768,,937.943,1101.005,2560128,,,416,Submitted,2.255,Cluster,Xeon E5-2683 v4  16C 2.1GHz,Intel Broadwell,2100,CentOS,Linux,None,16,Intel Xeon E5 (Broadwell),Huawei X6800 V3,Huawei Cluster,Infiniband,Infiniband EDR,Eastern Asia,Asia,50704,179049
464,305,50,211,,"Huawei E9000 Blade Server, Xeon E5-2690v4 14C 2.6GHz, Infiniband FDR",Manufacturing Company (A),Huawei,Sweden,2017,Industry,27664,,935.6,1150.822,3552000,,,444.93,Submitted,2.103,Cluster,Xeon E5-2690v4 14C 2.6GHz,Intel Broadwell,2600,Linux,Linux,None,14,Intel Xeon E5 (Broadwell),Huawei E9000 Blade Server,Huawei Cluster,Infiniband,Infiniband FDR,Northern Europe,Europe,50752,179301
465,306,51,306,,"Inspur NF5280M, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 25G Ethernet",Internet Service A,Inspur,China,2017,Industry,25920,20160,934.7,1908,768000,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,CentOS,Linux,NVIDIA Tesla P100,16,Intel Xeon E5 (Broadwell),Inspur NF5280M,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50596,179384
466,309,50,214,,"Inspur SA5212M4, Xeon E5-2670v3 12C 2.3GHz, 10G Ethernet",Internet Service (B),Inspur,China,2017,Industry,52800,,934.2,1943.04,5499000,,,,,,Cluster,Xeon E5-2670v3 12C 2.3GHz,Intel Haswell,2300,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Inspur SA5212M4,Inspur Cluster,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50330,179231
467,308,50,213,,"Inspur SA5212M4, Xeon E5-2670v3 12C 2.3GHz, 10G Ethernet",Internet Service (B),Inspur,China,2017,Industry,52800,,934.2,1943.04,5499000,,,,,,Cluster,Xeon E5-2670v3 12C 2.3GHz,Intel Haswell,2300,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Inspur SA5212M4,Inspur Cluster,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50330,179306
468,307,50,212,,"Inspur SA5212M4, Xeon E5-2670v3 12C 2.3GHz, 10G Ethernet",Internet Service (B),Inspur,China,2017,Industry,52800,,934.2,1943.04,5499000,,,,,,Cluster,Xeon E5-2670v3 12C 2.3GHz,Intel Haswell,2300,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Inspur SA5212M4,Inspur Cluster,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50330,179307
469,310,50,215,CloudSystem,"Sugon I620, Xeon E5-2630v3 8C 2.4GHz, 10G Ethernet",IT Service Provider,Sugon,China,2017,Industry,49600,,932.3,1904.64,4616000,,,930,Submitted,1.002,Cluster,Xeon E5-2630v3 8C 2.4GHz,Intel Haswell,2400,CentOS,Linux,None,8,Intel Xeon E5 (Haswell),Sugon I620,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50745,179264
470,311,51,311,IT-su,"Sugon TC6000, Xeon E5-2630v4 10C 2.2GHz, 10G Ethernet",Internet Company,Sugon,China,2018,Industry,54000,,931.2,1900.8,417100,,,675,Submitted,1.38,Cluster,Xeon E5-2630v4 10C 2.2GHz,Intel Broadwell,2200,CentOS,Linux,None,10,Intel Xeon E5 (Broadwell),Sugon TC6000,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50761,179392
471,,52,471,,"Inspur TS10000, Xeon Gold 6130 16C 2.1GHz, NVIDIA Tesla V100, 40G Ethernet",Bank Z,Inspur,China,2018,Others,20160,19200,926.1,1676.592,642000,,,,,,Cluster,Xeon Gold 6130 16C 2.1GHz,Intel Skylake,2100,CentOS,Linux,NVIDIA Tesla V100,16,Xeon Gold,Inspur TS10000,Inspur Cluster,Gigabit Ethernet,40G Ethernet,Eastern Asia,Asia,50778,179518
472,312,51,312,IT-h3,"Sugon TC6000, Xeon E5-2620v4 8C 2.1GHz, 10G Ethernet",Internet Company,Sugon,China,2018,Industry,56000,,920.8,1881.6,4780000,,,770,Submitted,1.196,Cluster,Xeon E5-2620v4 8C 2.1GHz,Intel Broadwell,2100,Linux,Linux,None,8,Intel Xeon E5 (Broadwell),Sugon TC6000,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50760,179391
473,313,50,216,,"Cluster Platform DL380, Xeon E5-2699v4  22C 2.2GHz, 10G Ethernet",Information Technology Company (P),HPE,China,2017,Industry,46640,,918.844,1641.728,,,,,,,Cluster,Xeon E5-2699v4  22C 2.2GHz,Intel Broadwell,2200,Linux,Linux,None,22,Intel Xeon E5 (Broadwell),Cluster Platform DL380,HP Cluster Platform 3000,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50747,179268
474,314,50,217,,"Sugon I620, Xeon E5-2630v3 8C 2.4GHz, 10G Ethernet",IT Service Provider (L),Sugon,China,2016,Industry,48000,,918.4,1843.2,4540000,,,900,Submitted,1.02,Cluster,Xeon E5-2630v3 8C 2.4GHz,Intel Haswell,2400,CentOS,Linux,None,8,Intel Xeon E5 (Haswell),Sugon I620,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50661,179185
475,315,49,158,,"Lenovo x3950, Intel Xeon E7-8860v4 18C 2.2GHz, 10G Ethernet",Service Provider T,Lenovo,China,2017,Industry,43200,,915.425,1520.64,1959552,,,,,,Cluster,Xeon E7-8860v4 18C 2.2GHz,Intel Broadwell,2200,Linux,Linux,None,18,Intel Xeon E7 (Broadwell),Lenovo x3950,Lenovo Cluster,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50329,179084
476,316,49,159,,"Sugon TC6000, Xeon E5-2650v3 10C 2.3GHz, 10G Ethernet",Internet Company,Sugon,China,2017,Industry,50000,,914.8,1840,5676000,,,1235,Submitted,0.741,Cluster,Xeon E5-2650v3 10C 2.3GHz,Intel Haswell,2300,CentOS,Linux,None,10,Intel Xeon E5 (Haswell),Sugon TC6000,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50708,179058
477,317,46,93,,"Apollo 6000 XL2x0a, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR",IT Provider (P),HPE,United States,2015,Industry,28800,,914.688,1152,,,,1590,Derived,0.575,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Apollo 6000 XL2x0a,HP Apollo,Infiniband,Infiniband FDR,North America,Americas,50359,178721
478,319,50,222,Internet Company A N2,"ThinkSystem RD452, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 10G Ethernet",Internet Company A,Lenovo,China,2017,Industry,21600,16800,912.659,1602,1385664,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,Linux,Linux,NVIDIA Tesla P100,16,Intel Xeon E5 (Broadwell),ThinkSystem RD452,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50580,179195
479,318,50,221,Internet Company A N1,"ThinkSystem RD452, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 10G Ethernet",Internet Company A,Lenovo,China,2017,Industry,21600,16800,912.659,1602,1385664,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,Linux,Linux,NVIDIA Tesla P100,16,Intel Xeon E5 (Broadwell),ThinkSystem RD452,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50580,179196
480,320,47,108,OKEANOS,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ","Interdisciplinary Centre for Mathematical and Computational Modelling, University of Warsaw",Cray Inc.,Poland,2016,Academic,26016,,909.614,1082.266,4070592,,,585.36,Derived,1.554,MPP,Xeon E5-2690v3 12C 2.6GHz,Intel Haswell,2600,Cray Linux Environment ,Linux,None,12,Intel Xeon E5 (Haswell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,Eastern Europe,Europe,49655,178753
481,,52,481,Stratus,"Intel H2204XXLRE, Xeon Gold 6130 16C 2.1GHz, Intel Omni-Path",National Supercomputer Centre (NSC),ClusterVision / Hammer,Sweden,2018,Academic,19968,,909.494,1341.85,2466048,,,,,,Cluster,Xeon Gold 6130 16C 2.1GHz,Intel Skylake,2100,CentOS,Linux,None,16,Xeon Gold,Intel H2204XXLRE,ClusterVision / Hammer Cluster,Omnipath,Intel Omni-Path,Northern Europe,Europe,48488,179575
482,321,51,321,Maui,"Cray XC50, Xeon Gold 6148 20C 2.4GHz, Aries interconnect ",National Institute of Water and Atmospheric Research,Cray Inc.,New Zealand,2018,Research,18560,,908.892,1425.408,2106304,,,,,,MPP,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,2400,Cray Linux Environment ,Linux,None,20,Xeon Gold,Cray XC50,Cray XC,Custom Interconnect,Aries interconnect ,Australia and New Zealand,Oceania,48475,179420
483,322,51,322,,"Inspur TS10000, Xeon Platinum 8163 24C 2.5GHz, NVIDIA Tesla V100, 25G Ethernet",Internet Service A,Inspur,China,2017,Industry,20640,19200,906.1,1800,642000,,,,,,Cluster,Xeon Platinum 8163 24C 2.5GHz,Intel Skylake,2500,CentOS,Linux,NVIDIA Tesla V100,24,Xeon Platinum,Inspur TS10000,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50596,179382
484,324,49,163,Hare,"Cray XC40, Xeon E5-2695v4 18C 2.1GHz, Aries interconnect ",Shared Services Canada,Cray Inc.,Canada,2017,Government,30816,,904.15,1035.418,,,,,,,MPP,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,2100,Cray Linux Environment ,Linux,None,18,Intel Xeon E5 (Broadwell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,North America,Americas,50719,179098
485,323,49,162,Brooks,"Cray XC40, Xeon E5-2695v4 18C 2.1GHz, Aries interconnect ",Shared Services Canada,Cray Inc.,Canada,2017,Government,30816,,904.15,1035.418,,,,,,,MPP,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,2100,Cray Linux Environment ,Linux,None,18,Intel Xeon E5 (Broadwell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,North America,Americas,50719,179099
486,325,50,226,,"Lenovo NeXtScale nx360 M5, Xeon E5-2680v4 14C 2.4GHz, 10G Ethernet",Government,Lenovo,China,2017,Government,50400,,902.156,1935.36,3394176,,,,,,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,2400,Linux,Linux,None,14,Intel Xeon E5 (Broadwell),Lenovo NeXtScale nx360 M5,Lenovo NeXtScale,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50366,179265
487,326,37,13,Lomonosov,"T-Platforms T-Blade2/1.1, Xeon X5570/X5670/E5630 2.93/2.53 GHz, Nvidia 2070 GPU, PowerXCell 8i Infiniband QDR",Moscow State University - Research Computing Center,T-Platforms,Russia,2011,Academic,78660,29820,901.9,1700.21,2150399,,1.744,2800,Submitted,0.322,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,NVIDIA 2070,6,Xeon 5600-series (Westmere-EP),T-Platforms T-Blade2,T-Platforms Cluster,Infiniband,Infiniband,Eastern Europe,Europe,50104,177421
488,327,45,78,SERC,"Cray XC40, Xeon E5-2680v3 12C 2.5GHz, Aries interconnect ","Supercomputer Education and Research Centre (SERC), Indian Institute of Science",Cray Inc.,India,2015,Academic,31104,,901.506,1244.16,3245184,,,607.5,Derived,1.484,MPP,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,Cray Linux Environment ,Linux,None,12,Intel Xeon E5 (Haswell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,South-central Asia,Asia,50560,178517
489,328,51,328,DLCluster,"Sugon Cluster W580I, Xeon Gold 5118 12C 2.3GHz, NVIDIA Tesla V100, Infiniband EDR",University,Sugon,China,2018,Research,17200,16000,897.2,1444.16,586000,,,140,Submitted,6.409,Cluster,Xeon Gold 5118 12C 2.3GHz,Intel Skylake,2300,Linux,Linux,NVIDIA Tesla V100,12,Xeon Gold,Sugon Cluster W580I,Sugon Cluster,Infiniband,Infiniband EDR,Eastern Asia,Asia,50765,179404
490,329,51,329,JD D1,"Lenovo x3550, Xeon E5-2650v4 12C 2.2GHz, 10G Ethernet",Internet Company,Lenovo,China,2018,Industry,51360,,895.077,1807.872,5233728,,,,,,Cluster,Xeon E5-2650v4 12C 2.2GHz,Intel Broadwell,2200,Linux,Linux,None,12,Intel Xeon E5 (Broadwell),Lenovo x3550,Lenovo Cluster,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50598,179365
491,330,39,102,,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom",Rensselaer Polytechnic Institute,IBM,United States,2012,Academic,81920,,894.439,1048.576,,,,410.9,Submitted,2.177,MPP,Power BQC 16C 1.6GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,North America,Americas,48688,177735
492,331,48,135,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, Infiniband FDR",Software Company (M),HPE,United States,2016,Industry,32400,,892.982,1244.16,,,,,,,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,Infiniband,Infiniband FDR,North America,Americas,50172,179017
493,333,50,233,,"Inspur SA5212H5, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 25G Ethernet",Internet Service A,Inspur,China,2017,Industry,19200,17920,884,1696,1483000,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,CentOS,Linux,NVIDIA Tesla P100,16,Intel Xeon E5 (Broadwell),Inspur SA5212H5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50596,179211
494,334,50,232,,"Inspur SA5212H5, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 25G Ethernet",Internet Service A,Inspur,China,2017,Industry,19200,17920,884,1696,1483000,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,CentOS,Linux,NVIDIA Tesla P100,16,Intel Xeon E5 (Broadwell),Inspur SA5212H5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50596,179210
495,336,50,235,,"Inspur SA5212H5, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 25G Ethernet",Internet Service A,Inspur,China,2017,Industry,18240,17024,882,1611.2,1445000,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,CentOS,Linux,NVIDIA Tesla P100,16,Intel Xeon E5 (Broadwell),Inspur SA5212H5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50596,179212
496,335,50,234,,"Inspur SA5212H5, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 25G Ethernet",Internet Service A,Inspur,China,2017,Industry,18240,17024,882,1611.2,1445000,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,CentOS,Linux,NVIDIA Tesla P100,16,Intel Xeon E5 (Broadwell),Inspur SA5212H5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50596,179213
